Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3313 012,14-Oct-20,Wednesday,17,MasterCard,Tap,£30,POS,Gaming,United Kingdom,India,United Kingdom,M,43.7,Lloyds,0
#2551 842,14-Oct-20,Wednesday,11,MasterCard,PIN,£181,POS,Entertainment,China,China,United Kingdom,M,30.6,Lloyds,1
#2775 854,13-Oct-20,Tuesday,19,Visa,CVC,£177,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60.9,Barlcays,0
#3631 479,14-Oct-20,Wednesday,9,MasterCard,PIN,£206,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,52,Barclays,0
#3560 818,14-Oct-20,Wednesday,21,Visa,PIN,£392,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,46.1,Barclays,0
#3231 562,14-Oct-20,Wednesday,10,Visa,PIN,£312,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,52.6,Barlcays,0
#2624 726,13-Oct-20,Tuesday,16,MasterCard,CVC,£41,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,40.4,Lloyds,0
#2872 426,14-Oct-20,Wednesday,7,MasterCard,PIN,£396,ATM,Food,United Kingdom,China,United Kingdom,F,52.8,Monzo,0
#3576 374,14-Oct-20,Wednesday,20,MasterCard,Tap,£23,POS,Products,Russia,Russia,Russia,M,57,RBS,0
#2661 927,14-Oct-20,Wednesday,11,Visa,Tap,£15,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,66.3,Metro,0
#3497 340,13-Oct-20,Tuesday,15,Visa,PIN,£9,ATM,Food,United Kingdom,Russia,United Kingdom,M,38.3,RBS,0
#3111 106,13-Oct-20,Tuesday,23,Visa,CVC,£7,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,52.7,Barclays,0
#2959 001,14-Oct-20,Wednesday,14,MasterCard,Tap,£9,POS,Restaurant,United Kingdom,Russia,United Kingdom,F,45.4,Halifax,0
#2990 033,14-Oct-20,Wednesday,10,MasterCard,PIN,£12,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,36.3,Barclays,0
#3184 851,14-Oct-20,Wednesday,16,Visa,Tap,£6,POS,Children,United Kingdom,China,United Kingdom,F,33.7,Lloyds,0
#3024 362,13-Oct-20,Tuesday,4,Visa,CVC,£29,Online,Entertainment,Russia,Russia,United Kingdom,M,45.5,Lloyds,1
#3626 402,13-Oct-20,Tuesday,20,MasterCard,CVC,£84,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,51.3,RBS,0
#3588 345,14-Oct-20,Wednesday,22,MasterCard,CVC,£19,Online,Gaming,United Kingdom,India,United Kingdom,F,36.4,Barclays,0
#3259 242,14-Oct-20,Wednesday,6,MasterCard,CVC,£8,Online,Gaming,China,China,United Kingdom,M,41.5,Barlcays,1
#3474 057,13-Oct-20,Tuesday,19,Visa,PIN,£303,POS,Products,India,India,United Kingdom,F,40.5,Monzo,0
#2576 381,13-Oct-20,Tuesday,16,Visa,PIN,£114,ATM,Food,United Kingdom,Russia,United Kingdom,M,55.8,Monzo,0
#3479 737,13-Oct-20,Tuesday,5,Visa,PIN,£39,POS,Entertainment,China,China,United Kingdom,F,34.3,Lloyds,1
#2779 851,13-Oct-20,Tuesday,11,Visa,CVC,£326,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,35.2,Barclays,0
#3373 041,14-Oct-20,Wednesday,15,MasterCard,Tap,£16,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,51.5,Lloyds,0
#2926 794,13-Oct-20,Tuesday,21,MasterCard,PIN,£110,ATM,Fashion,USA,USA,United Kingdom,M,40.1,Lloyds,1
#2874 662,14-Oct-20,Wednesday,11,Visa,PIN,£241,POS,Services,India,India,India,F,27.6,Halifax,0
#3201 244,13-Oct-20,Tuesday,7,Visa,PIN,£26,ATM,Services,United Kingdom,India,United Kingdom,M,37.3,Barlcays,0
#2703 355,13-Oct-20,Tuesday,21,MasterCard,PIN,£9,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,50.4,Barlcays,0
#3538 894,13-Oct-20,Tuesday,15,MasterCard,PIN,£273,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,37.7,Barclays,0
#3074 828,13-Oct-20,Tuesday,8,MasterCard,PIN,£393,ATM,Children,United Kingdom,Russia,United Kingdom,M,54,Lloyds,0
#3520 033,13-Oct-20,Tuesday,21,MasterCard,CVC,£148,Online,Services,United Kingdom,USA,United Kingdom,M,43.8,Barlcays,0
#3582 751,13-Oct-20,Tuesday,8,Visa,PIN,£287,POS,Fashion,India,India,United Kingdom,M,55.7,Barlcays,0
#3369 737,13-Oct-20,Tuesday,22,MasterCard,PIN,£21,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,43.5,Barlcays,0
#2889 095,13-Oct-20,Tuesday,4,Visa,PIN,£171,POS,Children,USA,USA,United Kingdom,M,38.8,Barclays,1
#3194 349,13-Oct-20,Tuesday,19,Visa,PIN,£49,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,59.9,Barlcays,0
#2603 449,13-Oct-20,Tuesday,8,Visa,CVC,£47,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,28.4,Monzo,0
#2921 878,14-Oct-20,Wednesday,13,MasterCard,PIN,£10,ATM,Products,Russia,Russia,United Kingdom,M,37.7,HSBC,0
#2677 313,14-Oct-20,Wednesday,16,MasterCard,Tap,£6,POS,Fashion,United Kingdom,China,United Kingdom,F,48.3,Monzo,0
#2745 640,13-Oct-20,Tuesday,12,Visa,PIN,£147,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,47.7,HSBC,0
#2567 924,14-Oct-20,Wednesday,8,MasterCard,PIN,£334,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,44.2,Barclays,0
#2986 789,14-Oct-20,Wednesday,14,Visa,Tap,£13,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,38.1,Barlcays,0
#2631 970,14-Oct-20,Wednesday,21,MasterCard,PIN,£27,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,43.6,Barclays,0
#3012 275,13-Oct-20,Tuesday,5,Visa,PIN,£19,ATM,Gaming,Russia,Russia,United Kingdom,M,53,Barclays,1
#3567 363,13-Oct-20,Tuesday,18,MasterCard,CVC,£74,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,51.1,HSBC,0
#2647 121,14-Oct-20,Wednesday,7,MasterCard,CVC,£28,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,43.9,HSBC,0
#2733 640,13-Oct-20,Tuesday,22,MasterCard,CVC,£131,Online,Electronics,Russia,Russia,Russia,F,28.4,RBS,0
#2945 117,13-Oct-20,Tuesday,19,MasterCard,PIN,£172,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,34.9,Monzo,0
#3621 663,14-Oct-20,Wednesday,9,Visa,CVC,£13,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,51.4,Lloyds,0
#3602 867,13-Oct-20,Tuesday,15,Visa,PIN,£345,POS,Services,United Kingdom,USA,United Kingdom,F,34.7,Halifax,0
#3467 557,13-Oct-20,Tuesday,15,Visa,CVC,£22,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,36.4,RBS,0
#3060 592,13-Oct-20,Tuesday,10,Visa,CVC,£99,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,60.1,Halifax,0
#2851 370,13-Oct-20,Tuesday,15,Visa,CVC,£367,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,41.4,RBS,0
#3030 658,13-Oct-20,Tuesday,23,MasterCard,PIN,£350,ATM,Restaurant,Russia,Russia,Russia,M,20.3,RBS,0
#3117 986,14-Oct-20,Wednesday,23,MasterCard,CVC,£198,Online,Entertainment,Russia,Russia,Russia,F,39.5,Barclays,0
#3145 206,13-Oct-20,Tuesday,20,Visa,PIN,£200,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,45.9,Barlcays,0
#2865 823,14-Oct-20,Wednesday,19,Visa,PIN,£95,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.6,Barclays,0
#3004 995,13-Oct-20,Tuesday,20,Visa,Tap,£6,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,30.9,Barlcays,0
#3195 472,13-Oct-20,Tuesday,20,Visa,Tap,£21,POS,Electronics,USA,USA,USA,F,64.1,Lloyds,0
#3071 506,14-Oct-20,Wednesday,12,Visa,CVC,£267,Online,Subscription,USA,USA,USA,M,45.1,Barclays,0
#3097 800,14-Oct-20,Wednesday,20,Visa,PIN,£18,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,49.7,RBS,0
#3214 655,13-Oct-20,Tuesday,6,MasterCard,CVC,£187,Online,Children,China,China,United Kingdom,F,58.8,RBS,1
#3634 574,14-Oct-20,Wednesday,8,Visa,PIN,£16,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,47.1,HSBC,0
#3591 024,13-Oct-20,Tuesday,15,MasterCard,PIN,£169,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,45.2,RBS,0
#3248 321,13-Oct-20,Tuesday,20,Visa,CVC,£5,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,34,Lloyds,0
#3415 712,14-Oct-20,Wednesday,12,MasterCard,PIN,£15,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,48.6,Halifax,0
#2945 351,13-Oct-20,Tuesday,20,Visa,CVC,£13,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,32.9,Halifax,0
#3107 483,13-Oct-20,Tuesday,10,Visa,PIN,£187,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,25.5,Barclays,0
#3440 985,14-Oct-20,Wednesday,6,Visa,CVC,£361,Online,Children,Russia,Russia,United Kingdom,M,36.9,Barclays,1
#3420 221,13-Oct-20,Tuesday,20,Visa,PIN,£330,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,45.4,Barlcays,0
#3631 097,13-Oct-20,Tuesday,13,MasterCard,CVC,£148,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49,Barclays,0
#2857 159,13-Oct-20,Tuesday,21,MasterCard,PIN,£363,POS,Entertainment,Russia,Russia,Russia,F,42.8,Barclays,0
#3495 188,14-Oct-20,Wednesday,7,Visa,PIN,£53,POS,Services,USA,USA,USA,M,51.7,HSBC,0
#2572 421,13-Oct-20,Tuesday,15,Visa,CVC,£17,Online,Restaurant,Russia,Russia,Russia,M,46.5,Barclays,0
#3183 723,13-Oct-20,Tuesday,11,MasterCard,CVC,£46,Online,Entertainment,United Kingdom,China,United Kingdom,F,30.5,Lloyds,0
#3248 790,13-Oct-20,Tuesday,13,MasterCard,Tap,£18,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,44.7,Metro,0
#2900 158,13-Oct-20,Tuesday,21,Visa,CVC,£339,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,38.6,RBS,0
#3494 068,14-Oct-20,Wednesday,18,Visa,CVC,£30,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,40.5,Barclays,0
#3466 202,14-Oct-20,Wednesday,19,MasterCard,PIN,£66,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,48,Barclays,0
#3448 224,13-Oct-20,Tuesday,18,MasterCard,PIN,£398,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,45.9,HSBC,0
#3137 725,13-Oct-20,Tuesday,8,MasterCard,PIN,£356,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,61.4,RBS,0
#2901 990,13-Oct-20,Tuesday,9,Visa,CVC,£84,Online,Subscription,India,India,India,M,43.6,Halifax,0
#3214 440,13-Oct-20,Tuesday,20,MasterCard,PIN,£87,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,42.5,RBS,0
#2881 645,13-Oct-20,Tuesday,8,Visa,CVC,£187,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,43.1,RBS,0
#2701 937,14-Oct-20,Wednesday,17,MasterCard,PIN,£366,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,38.1,Metro,0
#3280 357,14-Oct-20,Wednesday,14,Visa,CVC,£354,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,47.2,Barclays,0
#2552 494,13-Oct-20,Tuesday,12,MasterCard,CVC,£174,Online,Gaming,USA,USA,United Kingdom,M,34.4,HSBC,0
#2842 994,14-Oct-20,Wednesday,23,Visa,PIN,£257,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,64.6,Lloyds,0
#3297 328,14-Oct-20,Wednesday,7,MasterCard,CVC,£263,Online,Fashion,Russia,Russia,United Kingdom,M,55.2,RBS,0
#3084 351,13-Oct-20,Tuesday,17,MasterCard,Tap,£25,POS,Children,United Kingdom,Russia,United Kingdom,F,38.7,RBS,0
#2549 065,14-Oct-20,Wednesday,9,MasterCard,Tap,£7,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,47.6,Barclays,0
#3275 669,13-Oct-20,Tuesday,10,Visa,Tap,£23,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,46.6,Barlcays,0
#2592 989,13-Oct-20,Tuesday,10,MasterCard,CVC,£6,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,22.3,Barlcays,0
#2936 713,13-Oct-20,Tuesday,16,MasterCard,PIN,£15,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,39.2,Barclays,1
#3480 447,13-Oct-20,Tuesday,8,MasterCard,CVC,£11,Online,Subscription,India,India,India,M,47.3,HSBC,0
#2825 454,13-Oct-20,Tuesday,9,MasterCard,CVC,£10,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,45.2,Monzo,0
#3481 722,14-Oct-20,Wednesday,8,Visa,CVC,£20,Online,Services,China,United Kingdom,China,F,41.3,Halifax,0
#2597 691,14-Oct-20,Wednesday,20,MasterCard,PIN,£257,POS,Children,India,India,India,F,43.6,Barlcays,0
#3104 216,14-Oct-20,Wednesday,23,Visa,Tap,£12,POS,Restaurant,United Kingdom,USA,United Kingdom,F,46.8,Monzo,0
#2909 652,14-Oct-20,Wednesday,17,MasterCard,CVC,£13,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,28.3,Metro,0
#3665 597,13-Oct-20,Tuesday,7,Visa,CVC,£24,Online,Services,China,China,China,M,43.8,Halifax,0
#3326 844,14-Oct-20,Wednesday,14,Visa,Tap,£5,POS,Products,USA,USA,USA,F,40.5,Monzo,0
#3523 172,13-Oct-20,Tuesday,12,Visa,CVC,£23,Online,Subscription,India,India,United Kingdom,F,52.6,Barclays,1
#3391 047,13-Oct-20,Tuesday,9,Visa,PIN,£21,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,51,Metro,0
#2720 593,13-Oct-20,Tuesday,14,MasterCard,PIN,£230,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,43.7,Barclays,0
#3156 361,14-Oct-20,Wednesday,23,Visa,CVC,£5,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,69.5,RBS,0
#2795 720,14-Oct-20,Wednesday,7,Visa,CVC,£18,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.1,Barclays,0
#3650 839,14-Oct-20,Wednesday,13,MasterCard,PIN,£154,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,41.9,Barclays,0
#3571 842,14-Oct-20,Wednesday,8,Visa,Tap,£18,POS,Subscription,China,China,United Kingdom,F,56.8,Barclays,1
#3349 759,14-Oct-20,Wednesday,18,MasterCard,CVC,£18,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,45.5,Barlcays,0
#3119 409,13-Oct-20,Tuesday,22,MasterCard,PIN,£7,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,22,Barclays,0
#2593 412,14-Oct-20,Wednesday,7,MasterCard,CVC,£72,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,48,Metro,0
#2634 361,13-Oct-20,Tuesday,10,Visa,CVC,£358,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,38.8,Barclays,0
#3362 073,14-Oct-20,Wednesday,7,Visa,CVC,£7,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,46.9,Metro,0
#3427 104,14-Oct-20,Wednesday,23,Visa,CVC,£388,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,36.6,Lloyds,0
#3183 050,13-Oct-20,Tuesday,8,Visa,PIN,£343,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,51.7,Barclays,0
#2720 559,14-Oct-20,Wednesday,13,MasterCard,Tap,£23,POS,Children,India,United Kingdom,India,F,56.3,HSBC,0
#2997 730,13-Oct-20,Tuesday,10,MasterCard,PIN,£88,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,32.6,Monzo,0
#2666 641,14-Oct-20,Wednesday,13,MasterCard,PIN,£228,POS,Fashion,United Kingdom,India,United Kingdom,M,41.2,Barclays,0
#2687 835,13-Oct-20,Tuesday,17,MasterCard,PIN,£324,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,50,Metro,0
#3149 732,13-Oct-20,Tuesday,8,MasterCard,PIN,£25,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,45.3,Lloyds,0
#2665 026,13-Oct-20,Tuesday,19,Visa,Tap,£9,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,34.8,Monzo,0
#3317 833,14-Oct-20,Wednesday,15,Visa,CVC,£346,Online,Services,United Kingdom,Russia,United Kingdom,M,46.8,Barclays,0
#3049 588,13-Oct-20,Tuesday,17,Visa,CVC,£5,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,55.9,Halifax,0
#3441 396,14-Oct-20,Wednesday,18,MasterCard,PIN,£29,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,44.7,Lloyds,0
#3295 351,14-Oct-20,Wednesday,19,Visa,PIN,£53,ATM,Electronics,China,China,United Kingdom,M,57.7,Lloyds,0
#3288 994,13-Oct-20,Tuesday,22,Visa,PIN,£13,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,37,Halifax,0
#3049 452,13-Oct-20,Tuesday,13,Visa,PIN,£365,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,49.7,Monzo,0
#3091 184,14-Oct-20,Wednesday,12,MasterCard,CVC,£14,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,29.4,Barclays,0
#3194 167,14-Oct-20,Wednesday,16,Visa,Tap,£16,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,62.3,Lloyds,0
#3358 591,14-Oct-20,Wednesday,14,MasterCard,PIN,£44,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,40.6,Halifax,0
#2585 079,13-Oct-20,Tuesday,11,MasterCard,Tap,£5,POS,Restaurant,Russia,Russia,United Kingdom,F,30.1,Barclays,0
#3531 139,14-Oct-20,Wednesday,7,MasterCard,Tap,£8,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barclays,0
#3321 939,14-Oct-20,Wednesday,12,MasterCard,PIN,£267,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,58.1,Metro,0
#2959 308,13-Oct-20,Tuesday,8,Visa,CVC,£102,Online,Subscription,China,China,China,M,41.5,Barclays,0
#3652 232,13-Oct-20,Tuesday,20,Visa,CVC,£18,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,32.8,HSBC,0
#2855 647,13-Oct-20,Tuesday,18,MasterCard,CVC,£26,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,38.9,Barlcays,0
#2688 822,14-Oct-20,Wednesday,17,Visa,CVC,£202,Online,Subscription,India,India,United Kingdom,M,39.8,Metro,0
#2900 787,14-Oct-20,Wednesday,21,Visa,PIN,£63,POS,Services,United Kingdom,India,United Kingdom,M,36.3,Lloyds,0
#3131 483,14-Oct-20,Wednesday,17,Visa,PIN,£159,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,48.3,Barclays,0
#2745 250,13-Oct-20,Tuesday,17,MasterCard,PIN,£21,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,34.1,Barlcays,0
#3578 967,14-Oct-20,Wednesday,9,MasterCard,Tap,£17,POS,Gaming,China,China,United Kingdom,M,53,Halifax,1
#2605 559,14-Oct-20,Wednesday,23,MasterCard,PIN,£249,ATM,Food,United Kingdom,Russia,United Kingdom,M,49,Barlcays,0
#2801 262,13-Oct-20,Tuesday,16,Visa,CVC,£11,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,41.7,HSBC,0
#2556 623,13-Oct-20,Tuesday,7,Visa,PIN,£24,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,53.8,Metro,0
#3158 983,13-Oct-20,Tuesday,23,MasterCard,PIN,£85,POS,Services,China,United Kingdom,China,M,48.7,RBS,0
#2554 350,14-Oct-20,Wednesday,10,MasterCard,Tap,£29,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,36.4,Barclays,0
#3138 457,13-Oct-20,Tuesday,18,MasterCard,PIN,£294,POS,Children,Russia,Russia,Russia,F,38.9,Lloyds,0
#3204 839,14-Oct-20,Wednesday,14,Visa,Tap,£29,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,46.4,Monzo,0
#3014 309,13-Oct-20,Tuesday,9,Visa,CVC,£6,Online,Subscription,India,India,India,F,35.9,Metro,0
#3263 093,13-Oct-20,Tuesday,17,Visa,Tap,£11,POS,Children,United Kingdom,China,United Kingdom,F,43,Monzo,0
#3523 487,13-Oct-20,Tuesday,14,MasterCard,PIN,£111,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,55.8,Barlcays,0
#2887 005,13-Oct-20,Tuesday,12,MasterCard,Tap,£8,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,34,Monzo,0
#2724 233,13-Oct-20,Tuesday,23,Visa,Tap,£15,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,35.9,Barclays,0
#3251 641,13-Oct-20,Tuesday,12,MasterCard,PIN,£307,ATM,Entertainment,China,China,China,F,32.7,Barclays,0
#3533 509,13-Oct-20,Tuesday,8,Visa,Tap,£12,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,47.3,Monzo,0
#2586 103,14-Oct-20,Wednesday,9,MasterCard,PIN,£221,ATM,Fashion,USA,USA,USA,F,69.5,Barclays,0
#3344 483,13-Oct-20,Tuesday,18,MasterCard,PIN,£140,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,50.3,Lloyds,0
#3136 267,13-Oct-20,Tuesday,18,Visa,PIN,£321,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,53.4,Barclays,0
#2763 495,13-Oct-20,Tuesday,10,MasterCard,PIN,£253,POS,Services,China,China,China,M,50.9,Barclays,0
#3308 905,13-Oct-20,Tuesday,14,Visa,CVC,£17,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,47,HSBC,0
#3629 809,14-Oct-20,Wednesday,9,MasterCard,PIN,£225,POS,Electronics,India,India,United Kingdom,F,48.5,Monzo,0
#3314 422,13-Oct-20,Tuesday,12,Visa,CVC,£5,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,57.2,Lloyds,0
#3109 655,13-Oct-20,Tuesday,15,Visa,PIN,£317,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,41,Monzo,0
#3200 539,13-Oct-20,Tuesday,22,Visa,PIN,£147,POS,Food,China,China,China,M,50.1,Barclays,0
#3265 488,14-Oct-20,Wednesday,9,MasterCard,PIN,£23,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,38.8,Halifax,0
#2792 922,13-Oct-20,Tuesday,10,Visa,CVC,£22,Online,Entertainment,China,China,United Kingdom,M,57.3,Barlcays,1
#3563 577,13-Oct-20,Tuesday,14,Visa,PIN,£126,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.8,Metro,0
#3176 754,14-Oct-20,Wednesday,9,Visa,PIN,£396,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,52.8,Barclays,0
#3685 607,13-Oct-20,Tuesday,20,MasterCard,Tap,£12,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,42.3,Barclays,0
#3313 134,14-Oct-20,Wednesday,20,Visa,CVC,£30,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,62.9,HSBC,0
#3200 587,14-Oct-20,Wednesday,23,MasterCard,PIN,£324,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,59.3,RBS,0
#3421 884,13-Oct-20,Tuesday,9,MasterCard,PIN,£115,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,49.8,Barclays,0
#2574 680,13-Oct-20,Tuesday,22,Visa,CVC,£30,Online,Gaming,United Kingdom,China,United Kingdom,M,47.5,Barclays,0
#3298 956,14-Oct-20,Wednesday,10,MasterCard,CVC,£96,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,46.7,Lloyds,0
#2996 104,13-Oct-20,Tuesday,17,Visa,CVC,£25,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,37.1,Lloyds,0
#3422 974,14-Oct-20,Wednesday,20,MasterCard,CVC,£327,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,46.4,Barclays,0
#3269 134,14-Oct-20,Wednesday,21,Visa,CVC,£169,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,46.2,Metro,0
#3685 928,14-Oct-20,Wednesday,18,Visa,CVC,£17,Online,Services,Russia,Russia,Russia,F,36.2,RBS,0
#3561 498,14-Oct-20,Wednesday,23,Visa,PIN,£8,ATM,Children,United Kingdom,Russia,United Kingdom,M,47.7,Lloyds,0
#3180 301,14-Oct-20,Wednesday,18,Visa,CVC,£5,Online,Electronics,Russia,Russia,United Kingdom,M,38.6,Barlcays,1
#2983 912,14-Oct-20,Wednesday,10,Visa,CVC,£91,Online,Food,India,India,India,F,51.9,Halifax,0
#3021 809,14-Oct-20,Wednesday,13,Visa,PIN,£15,ATM,Food,USA,USA,United Kingdom,M,42.4,Barclays,1
#2603 662,14-Oct-20,Wednesday,15,MasterCard,PIN,£247,POS,Products,USA,USA,USA,F,26.2,Barlcays,0
#2749 588,14-Oct-20,Wednesday,21,MasterCard,CVC,£9,Online,Services,China,China,United Kingdom,M,52.4,Monzo,1
#2746 930,13-Oct-20,Tuesday,4,Visa,PIN,£11,ATM,Gaming,China,China,United Kingdom,M,46.7,Barlcays,1
#3128 458,13-Oct-20,Tuesday,16,Visa,Tap,£14,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,56,Barclays,0
#2831 155,13-Oct-20,Tuesday,10,MasterCard,PIN,£7,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,62.1,RBS,0
#3423 992,13-Oct-20,Tuesday,13,MasterCard,PIN,£8,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,33.7,HSBC,0
#2553 798,14-Oct-20,Wednesday,21,MasterCard,PIN,£263,ATM,Subscription,India,United Kingdom,India,M,31.3,Monzo,0
#2906 399,14-Oct-20,Wednesday,10,Visa,CVC,£28,Online,Products,Russia,Russia,Russia,M,30.7,Monzo,0
#3322 855,13-Oct-20,Tuesday,11,Visa,PIN,£341,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.9,Barclays,0
#3256 694,14-Oct-20,Wednesday,17,MasterCard,PIN,£373,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,45,Barclays,0
#2622 493,13-Oct-20,Tuesday,20,Visa,Tap,£12,POS,Food,India,India,India,M,54.3,Barclays,0
